Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1980-12-12,0.09872592985630035,0.09915514920846052,0.09872592985630035,0.09872592985630035,469033600
1980-12-15,0.0935753583908081,0.09400457783765653,0.0935753583908081,0.09400457783765653,175884800
1980-12-16,0.08670712262392044,0.08713633632732776,0.08670712262392044,0.08713633632732776,105728000
1980-12-17,0.08885320276021957,0.08928242219541198,0.08885320276021957,0.08885320276021957,86441600
1980-12-18,0.09142929315567017,0.09185850694099951,0.09142929315567017,0.09142929315567017,73449600
1980-12-19,0.09700906276702881,0.09743828211413315,0.09700906276702881,0.09700906276702881,48630400
1980-12-22,0.10173048079013824,0.10216046821341634,0.10173048079013824,0.10173048079013824,37363200
1980-12-23,0.10602337121963501,0.10645259053239471,0.10602337121963501,0.10602337121963501,46950400
1980-12-24,0.11160321533679962,0.11203243475508208,0.11160321533679961,0.11160321533679961,48003200
1980-12-26,0.12190515547990799,0.12233437480988284,0.12190515547990799,0.12190515547990799,55574400
1980-12-29,0.12362205982208252,0.1240512792856761,0.12362205982208252,0.12362205982208252,93161600
1980-12-30,0.12061756104230881,0.1210467690955943,0.1206175610423088,0.1210467690955943,68880000
1980-12-31,0.11718377470970154,0.1176129940304219,0.11718377470970155,0.1176129940304219,35750400
1981-01-02,0.1184714064002037,0.11932984493433463,0.11847140640020369,0.11847140640020369,21660800
1981-01-05,0.11589610576629639,0.11632531354185237,0.11589610576629639,0.11632531354185237,35728000
1981-01-06,0.11074473708868027,0.11117395635421327,0.11074473708868027,0.11117395635421327,45158400
1981-01-07,0.10602337121963501,0.10645259053239471,0.10602337121963501,0.10645259053239471,55686400
1981-01-08,0.10387727618217468,0.10430648394447353,0.10387727618217468,0.10430648394447353,39827200
1981-01-09,0.10945715755224228,0.1098863770797139,0.10945715755224228,0.10945715755224228,21504000
1981-01-12,0.10859866440296173,0.10945709147765531,0.10859866440296174,0.10945709147765531,23699200
1981-01-13,0.10473579168319702,0.10516501127028387,0.10473579168319702,0.10516501127028387,23049600
1981-01-14,0.10516494512557983,0.10559416444270424,0.10516494512557982,0.10516494512557982,14291200
1981-01-15,0.10731103271245956,0.10816945990436529,0.10731103271245956,0.10731103271245956,14067200
1981-01-16,0.10645259916782379,0.10688181851540174,0.10645259916782378,0.10688181851540174,13395200
1981-01-19,0.11289086937904358,0.11332008882488898,0.11289086937904358,0.11289086937904358,41574400
1981-01-20,0.10945715755224228,0.1098863770797139,0.10945715755224228,0.1098863770797139,30083200
1981-01-21,0.11160321533679962,0.11246164271131369,0.11160321533679961,0.11160321533679961,15904000
1981-01-22,0.11289086937904358,0.11374930827073437,0.11289086937904358,0.11289086937904358,35548800
1981-01-23,0.11246166378259659,0.1133201027800022,0.11246166378259659,0.1128908832812994,11222400
1981-01-26,0.11074473708868027,0.11117395635421327,0.11074473708868027,0.11117395635421327,24640000
1981-01-27,0.1098862886428833,0.11074471554490808,0.1098862886428833,0.11074471554490808,23699200
1981-01-28,0.10645259916782379,0.10688181851540174,0.10645259916782378,0.10688181851540174,28156800
1981-01-29,0.1025896742939949,0.10301889375173469,0.1025896742939949,0.10301889375173469,43904000
1981-01-30,0.09700906276702881,0.09786750146123749,0.09700906276702881,0.09786750146123749,46188800
1981-02-02,0.09142929315567017,0.09185850694099951,0.09142929315567017,0.09185850694099951,23766400
1981-02-03,0.09486299008131027,0.09529220370248347,0.09486299008131027,0.09486299008131027,19152000
1981-02-04,0.09829673916101456,0.098725947126206,0.09829673916101456,0.09829673916101456,27865600
1981-02-05,0.09829673916101456,0.09915516655344854,0.09829673916101456,0.09829673916101456,7929600
1981-02-06,0.09872592985630035,0.09915514920846052,0.09872592985630035,0.09872592985630035,13865600
1981-02-09,0.0935753583908081,0.09443379155347914,0.0935753583908081,0.09443379155347914,16755200
1981-02-10,0.0935753583908081,0.09400457783765653,0.0935753583908081,0.0935753583908081,18345600
1981-02-11,0.0905708372592926,0.09100005093754607,0.0905708372592926,0.09100005093754607,13843200
1981-02-12,0.08971159160137177,0.09014157878168047,0.08971159160137177,0.09014157878168047,14560000
1981-02-13,0.08756551891565323,0.08842395169227935,0.08756551891565323,0.08842395169227935,11155200
1981-02-17,0.08971159160137177,0.09014157878168047,0.08971159160137177,0.08971159160137177,12275200
1981-02-18,0.0935753583908081,0.09443379155347914,0.0935753583908081,0.0935753583908081,19241600
1981-02-19,0.08799473941326141,0.08842395870110768,0.08799473941326141,0.08842395870110768,22310400
1981-02-20,0.08327335864305496,0.08370257791548955,0.08327335864305496,0.08370257791548955,24371200
1981-02-23,0.08456099778413773,0.08499021701995421,0.08456099778413773,0.08456099778413773,14112000
1981-02-24,0.081556536257267,0.08241496952626061,0.081556536257267,0.08241496952626061,16979200
1981-02-25,0.08670712262392044,0.08713633632732776,0.08670712262392044,0.08670712262392044,19488000
1981-02-26,0.08799473941326141,0.08842395870110768,0.08799473941326141,0.08799473941326141,10841600
1981-02-27,0.0910000428557396,0.09185847586703352,0.0910000428557396,0.0910000428557396,14761600
1981-03-02,0.09142929315567017,0.09185850694099951,0.09142929315567017,0.09142929315567017,11760000
1981-03-03,0.09014157950878143,0.09057079873549413,0.09014157950878143,0.09057079873549413,16172800
1981-03-04,0.08928237110376358,0.08971158456231383,0.08928237110376358,0.08971158456231383,13708800
1981-03-05,0.08885320276021957,0.08928242219541198,0.08885320276021957,0.08928242219541198,5376000
1981-03-06,0.08799473941326141,0.08885317225793027,0.08799473941326141,0.08885317225793027,11603200
1981-03-09,0.08112727105617523,0.08155648455305108,0.08112727105617523,0.08155648455305108,15321600
1981-03-10,0.07726357132196426,0.07769278492077697,0.07726357132196426,0.07769278492077697,28380800
1981-03-11,0.07425907254219055,0.07511750569436408,0.07425907254219055,0.07511750569436408,29859200
1981-03-12,0.07726357132196426,0.07769278492077697,0.07726357132196426,0.07726357132196426,59248000
1981-03-13,0.07640515267848969,0.07683436635755081,0.07640515267848969,0.07683436635755081,231302400
1981-03-16,0.07941044867038727,0.0802688818606845,0.07941044867038727,0.07941044867038727,37228800
1981-03-17,0.08327335864305496,0.08413179145690065,0.08327335864305496,0.08327335864305496,43747200
1981-03-18,0.0884239673614502,0.08928240029019494,0.0884239673614502,0.0884239673614502,36937600
1981-03-19,0.08756551891565323,0.08799473243845467,0.08756551891565323,0.08799473243845467,37811200
1981-03-20,0.0884239673614502,0.08928240029019494,0.0884239673614502,0.0884239673614502,14604800
1981-03-23,0.09185847640037537,0.09271690941665348,0.09185847640037537,0.09185847640037537,22019200
1981-03-24,0.09142929315567017,0.09185850694099951,0.09142929315567017,0.09185850694099951,28156800
1981-03-25,0.08971159160137177,0.09057079800493101,0.08971159160137177,0.09057079800493101,7056000
1981-03-26,0.08799473941326141,0.08842395870110768,0.08799473941326141,0.08842395870110768,12275200
1981-03-27,0.0849902406334877,0.08541945425753313,0.0849902406334877,0.08541945425753313,12252800
1981-03-30,0.0849902406334877,0.08584867361260315,0.0849902406334877,0.0849902406334877,9900800
1981-03-31,0.08413179963827133,0.08499023253559505,0.08413179963827133,0.08499023253559505,15993600
1981-04-01,0.08327335864305496,0.08370257791548955,0.08327335864305496,0.08370257791548955,34070400
1981-04-02,0.0905708372592926,0.09100005093754607,0.0905708372592926,0.0905708372592926,31404800
1981-04-03,0.0910000428557396,0.09142926222689896,0.0910000428557396,0.0910000428557396,16486400
1981-04-06,0.08928237110376358,0.08971158456231383,0.08928237110376358,0.08971158456231383,22803200
1981-04-07,0.0884239673614502,0.08885318096031045,0.0884239673614502,0.08885318096031045,10684800
1981-04-08,0.09271690249443054,0.09357533544661824,0.09271690249443054,0.09271690249443054,21952000
1981-04-09,0.09443376958370209,0.09486298893069371,0.09443376958370209,0.09443376958370209,12499200
1981-04-10,0.09572140127420425,0.09615061479771407,0.09572140127420425,0.09572140127420425,33465600
1981-04-13,0.09572140127420425,0.09615061479771407,0.09572140127420425,0.09572140127420425,16060800
1981-04-14,0.09572140127420425,0.09615061479771407,0.09572140127420425,0.09572140127420425,6652800
1981-04-15,0.0910000428557396,0.09142926222689896,0.0910000428557396,0.09142926222689896,34048000
1981-04-16,0.08584864437580109,0.08627785785367263,0.08584864437580109,0.08627785785367263,23878400
1981-04-20,0.0884239673614502,0.08885318096031045,0.0884239673614502,0.0884239673614502,35347200
1981-04-21,0.09443376958370209,0.09486298893069371,0.09443376958370209,0.09443376958370209,28537600
1981-04-22,0.09786748886108398,0.0982967081529276,0.09786748886108398,0.09786748886108398,18995200
1981-04-23,0.1004427820444107,0.10087200133777714,0.1004427820444107,0.1004427820444107,58016000
1981-04-24,0.09958437830209732,0.10044280562834107,0.09958437830209732,0.10044280562834107,35056000
1981-04-27,0.09872592985630035,0.09915514920846052,0.09872592985630035,0.09915514920846052,38528000
1981-04-28,0.09700906276702881,0.09743828211413315,0.09700906276702881,0.09743828211413315,32188800
1981-04-29,0.09572140127420425,0.09615061479771407,0.09572140127420425,0.09615061479771407,13641600
1981-04-30,0.0974382758140564,0.09829671445276092,0.0974382758140564,0.0974382758140564,12611200
1981-05-01,0.0974382758140564,0.09829671445276092,0.0974382758140564,0.0974382758140564,16553600
1981-05-04,0.09700906276702881,0.09743828211413315,0.09700906276702881,0.09743828211413315,14448000
1981-05-05,0.09657984972000122,0.09700905758211642,0.09657984972000122,0.09700905758211642,17539200
1981-05-06,0.0940045565366745,0.09443377015523936,0.0940045565366745,0.09443377015523936,18950400
1981-05-07,0.09529219567775726,0.09572141499380968,0.09529219567775726,0.09529219567775726,9363200
