Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
1993-01-29,24.526071548461914,24.543515411583154,24.421408369734483,24.543515411583154,1003200
1993-02-01,24.700517654418945,24.70051765441894,24.543522838818824,24.543522838818824,480500
1993-02-02,24.75284767150879,24.770291538789625,24.630740600542925,24.683072202385436,201300
1993-02-03,25.014503479003906,25.031947344749376,24.77028935856733,24.7877332243128,529400
1993-02-04,25.11917495727539,25.17150657176971,24.822629141807553,25.10173108577728,531500
1993-02-05,25.101720809936523,25.15405240300797,24.962169895079338,25.101720809936523,492100
1993-02-08,25.101720809936523,25.188940131722266,25.066833081222228,25.101720809936523,596100
1993-02-09,24.927284240722656,25.01450356976647,24.874952643296364,25.01450356976647,122100
1993-02-10,24.962162017822266,24.979605876674693,24.857498864707708,24.927274300117414,379600
1993-02-11,25.084266662597656,25.1889298058352,24.99704737656637,24.99704737656637,19500
1993-02-12,24.892406463623047,25.04940131868444,24.892406463623043,25.04940131868444,42500
1993-02-16,24.26441764831543,24.8226213612889,24.229529916254588,24.8226213612889,374800
1993-02-17,24.246976852416992,24.299308457134437,24.159757511221244,24.26442072065614,210900
1993-02-18,24.229534149169922,24.526079923493814,23.898100636690273,24.526079923493814,378100
1993-02-19,24.316743850708008,24.31674385070801,24.19463681558968,24.2295245399092,34900
1993-02-22,24.40397071838379,24.438858453506565,24.31675138057684,24.3865268508224,513600
1993-02-23,24.38652801513672,24.49119122550211,24.264420936377093,24.47374735710788,373700
1993-02-24,24.700517654418945,24.70051765441894,24.403971891618717,24.403971891618717,26300
1993-02-25,24.75284767150879,24.770291538789625,24.630740600542925,24.683072202385436,44500
1993-02-26,24.787731170654297,24.805175034954544,24.66562412055255,24.805175034954544,66200
1993-03-01,24.717967987060547,24.874962843717952,24.68308024113668,24.874962843717952,66500
1993-03-02,25.084266662597656,25.084266662597656,24.700501804060004,24.735389518472516,182400
1993-03-03,25.188932418823242,25.206376277839045,25.084269264728405,25.119156982760018,280100
1993-03-04,25.04938507080078,25.22382368549995,25.04938507080078,25.22382368549995,89500
1993-03-05,24.97962760925293,25.188954097598625,24.962183735224123,25.084290853425777,40000
1993-03-08,25.537809371948242,25.537809371948242,25.03193746499025,25.03193746499025,50800
1993-03-09,25.45059585571289,25.50292744417563,25.39826426725015,25.485483581354718,169300
1993-03-10,25.502927780151367,25.50292778015137,25.345933012694896,25.45059619099921,194400
1993-03-11,25.433156967163086,25.59015176325668,25.39826923469784,25.520376298326195,70900
1993-03-12,25.171489715576172,25.241265154843187,25.014494977225386,25.223821295026436,643600
1993-03-15,25.293609619140625,25.29360961914063,25.15405866951778,25.15405866951778,310800
1993-03-16,25.293609619140625,25.36338509395205,25.29360961914063,25.29360961914063,30800
1993-03-17,25.136619567871094,25.258726671948192,25.101731823849068,25.258726671948192,21800
1993-03-18,25.293609619140625,25.39827283135776,25.241278013032062,25.241278013032062,59300
1993-03-19,25.255329132080078,25.395539148080523,25.25532913208008,25.395539148080523,66900
1993-03-22,25.11511993408203,25.167698691794694,24.992436166085817,25.009962418656706,183400
1993-03-23,25.167688369750977,25.20274086051665,25.132635878985308,25.185214615133813,55200
1993-03-24,25.167688369750977,25.27284584204799,25.009952161305463,25.132635878985308,37200
1993-03-25,25.3254337310791,25.378012486230134,25.150171213909005,25.185223717343025,110100
1993-03-26,25.18521499633789,25.325424961522796,25.16768875068978,25.307898715874682,101500
1993-03-29,25.290374755859375,25.413058486483777,25.202743519699084,25.202743519699084,87100
1993-03-30,25.360496520996094,25.360496520996094,25.290391485692716,25.325444003344405,56000
1993-03-31,25.34295082092285,25.500687029351834,25.34295082092285,25.43058204782784,111600
1993-04-01,25.255329132080078,25.37801289608047,25.202750376079912,25.37801289608047,129500
1993-04-02,24.729528427124023,25.045000795436025,24.729528427124023,25.045000795436025,59400
1993-04-05,24.85222816467285,24.922333180652185,24.782123148693522,24.922333180652185,172200
1993-04-06,24.782121658325195,24.904805428910965,24.7120166465619,24.904805428910965,129700
1993-04-07,24.869749069213867,24.869749069213867,24.764591567864127,24.817170318538995,28000
1993-04-08,24.834707260131836,24.974917322292068,24.729549713511656,24.974917322292068,180800
1993-04-12,25.18521499633789,25.202741241986004,25.045005031152993,25.080057522449216,348500
1993-04-13,25.237808227539062,25.325439506106903,25.150176948971215,25.167703204684784,146100
1993-04-14,25.202733993530273,25.272838955960122,25.185207752922814,25.255312715352662,119600
1993-04-15,25.202733993530273,25.255312715352662,25.097576549885503,25.185207752922814,148600
1993-04-16,25.202733993530273,25.255312715352662,25.16768151231535,25.220260234137736,47900
1993-04-19,25.09760856628418,25.272871195937,25.080082303318896,25.20276614407587,157000
1993-04-20,24.974905014038086,25.097588757966694,24.81716877184416,25.062536259701375,279500
1993-04-21,24.957374572753906,25.027479557508833,24.88726958799898,25.027479557508833,67900
1993-04-22,24.641910552978516,25.062540605091943,24.641910552978512,24.852225579035228,97700
1993-04-23,24.536752700805664,24.65943646430969,24.50170019694737,24.589331456593104,106000
1993-04-26,24.343965530395508,24.641911832783357,24.273860518068954,24.554280567375166,62600
1993-04-27,24.606842041015625,24.60684204101562,24.308895947926402,24.308895947926402,156800
1993-04-28,24.554275512695312,24.624380510590232,24.519223013747855,24.57180176216904,85900
1993-04-29,24.65943145751953,24.659431457519535,24.466642725442266,24.60685271240755,85000
1993-04-30,24.694488525390625,24.83469853830981,24.69448852539063,24.74706728023532,88500
1993-05-03,24.85222816467285,24.852228164672855,24.624386862740028,24.729544386709023,80500
1993-05-04,24.939855575561523,25.027486831976006,24.86975057042994,24.90480307299573,149100
1993-05-05,25.009973526000977,25.09760482777393,24.939868484582615,24.939868484582615,109000
1993-05-06,24.922330856323242,24.992435865764374,24.90480460396296,24.97490961340409,54700
1993-05-07,24.869749069213867,24.939854070113693,24.834696568763952,24.939854070113693,68000
1993-05-10,24.922330856323242,25.06254087520551,24.90480460396296,24.90480460396296,113900
1993-05-11,25.027490615844727,25.027490615844727,24.852228076518085,24.922333092248742,42600
1993-05-12,24.9924259185791,25.009952163963803,24.92232093704031,24.92232093704031,31000
1993-05-13,24.694488525390625,24.8872772931545,24.67696227377573,24.8872772931545,129100
1993-05-14,24.67696762084961,24.764598897912283,24.659441365437072,24.694493876262143,63500
1993-05-17,24.76459503173828,24.764595031738278,24.641911263003554,24.74706877906189,34000
1993-05-18,24.74706268310547,24.799641428182888,24.65943144130977,24.782115179823748,105200
1993-05-19,25.255329132080078,25.25532913208008,24.58933155607797,24.747067824078467,50200
1993-05-20,25.3254337310791,25.325433731079105,25.202749969060037,25.255328724211065,98200
1993-05-21,25.09760856628418,25.378028773728694,25.080082303318896,25.34297624779813,221400
1993-05-24,25.202733993530273,25.290365196567585,25.150155271707888,25.150155271707888,30500
1993-05-25,25.255329132080078,25.307907888080248,25.25532913208008,25.307907888080248,191800
1993-05-26,25.5707950592041,25.588321306674427,25.30790134714923,25.325427594619555,102400
1993-05-27,25.483179092407227,25.605862898216614,25.448126576461686,25.605862898216614,53800
1993-05-28,25.360496520996094,25.465654073951157,25.237812709215184,25.465654073951157,79100
1993-06-01,25.605871200561523,25.6935025188386,25.413082300351956,25.448134827662788,28300
1993-06-02,25.5707950592041,25.658426296555728,25.430585079441503,25.535742564263455,20300
1993-06-03,25.483179092407227,25.518231608352767,25.430600318488917,25.518231608352767,21600
1993-06-04,25.395538330078125,25.41306458151365,25.290380821464964,25.41306458151365,32000
1993-06-07,25.307899475097656,25.448109444488782,25.30789947509766,25.448109444488782,121400
1993-06-08,25.080053329467773,25.237789513929833,25.08005332946777,25.237789513929833,104500
1993-06-09,25.167688369750977,25.27284584204799,25.132635878985308,25.16768836975098,43300
1993-06-10,25.18521499633789,25.202741241986004,25.09758376809733,25.150162505041667,17900
1993-06-11,25.290374755859375,25.32542725032349,25.185217272467025,25.272848508627316,647400
1993-06-14,25.255329132080078,25.342960392080357,25.25532913208008,25.325434140080304,64200
1993-06-15,25.202733993530273,25.307891437175048,25.202733993530273,25.290365196567585,142400
1993-06-16,25.255329132080078,25.25532913208008,25.13264536807969,25.202750376079912,330900
1993-06-17,25.34295082092285,25.34295082092285,25.255319594017863,25.307898330160857,37400
1993-06-18,25.134265899658203,25.32842104354601,25.1342658996582,25.32842104354601,58500
1993-06-21,25.187210083007812,25.20486054557474,25.151909157873952,25.20486054557474,29300
1993-06-22,25.204856872558594,25.222507332553384,25.169555952569016,25.222507332553384,137500
1993-06-23,24.97540283203125,25.20485882978136,24.975402832031254,25.20485882978136,227600
1993-06-24,25.310760498046875,25.31076049804688,25.046003589071493,25.046003589071493,243700
1993-06-25,25.29311752319336,25.363719386482106,25.275467057371173,25.29311752319336,44800
1993-06-28,25.575519561767578,25.575519561767578,25.381364478828,25.416665402998834,439900
1993-06-29,25.451969146728516,25.540221466932152,25.416668218647064,25.540221466932152,207500
1993-06-30,25.451969146728516,25.540221466932152,25.416668218647064,25.487270074809974,437600
1993-07-01,25.381357192993164,25.48725993510579,25.34605627895562,25.48725993510579,605700
1993-07-02,25.24016761779785,25.310769485260224,25.151915283469886,25.29311901839463,285400
1993-07-06,24.97540283203125,25.275460675242936,24.940101909300466,25.20485882978136,246400
1993-07-07,25.046005249023438,25.081306172559763,24.957752940182623,24.957752940182623,343700
1993-07-08,25.328426361083984,25.38137777507928,25.028368348443962,25.063669291107495,248200
1993-07-09,25.399011611938477,25.399011611938477,25.27545839353433,25.328409772850392,378200
1993-07-12,25.381357192993164,25.399007650011935,25.328405821936848,25.36370673597439,373700
1993-07-13,25.363706588745117,25.469609330243006,25.222502933414592,25.399007502577746,389600
1993-07-14,25.451969146728516,25.522571002891425,25.363716826524882,25.38136729056561,617300
1993-07-15,25.3460636138916,25.43431592452493,25.293112227511607,25.43431592452493,443800
1993-07-16,25.275468826293945,25.381371628638753,25.24016789217901,25.363721161581285,216400
1993-07-19,25.2578067779541,25.27545723691843,25.187204942096788,25.27545723691843,188200
1993-07-20,25.328426361083984,25.32842636108398,25.116620705102793,25.240174004425153,68500
1993-07-21,25.310760498046875,25.31076049804688,25.22250819505508,25.293110037448518,142700
1993-07-22,25.134265899658203,25.310770575919847,25.1342658996582,25.275469640667517,632400
1993-07-23,25.2578067779541,25.2578067779541,25.169554483132462,25.187204942096788,286200
1993-07-26,25.399011611938477,25.45196299125454,25.328409772850392,25.328409772850392,121300
1993-07-27,25.381357192993164,25.434308564049477,25.293104907899306,25.416658107030706,92800
1993-07-28,25.328426361083984,25.38137777507928,25.293125418420452,25.32842636108398,30800
1993-07-29,25.469614028930664,25.5402158696207,25.3460608077231,25.381361728068118,331000
